latitude,longitude,Order,Category,name,City,Address,latitude,longitude,Website,Contact,Email,Description
17.149459,48.172062,13,Podľa znevýhodnenia,Slovenské hemofilické združenie,Slovakia,"Antolská 11, 851 07 Bratislava",17.149459,48.172062,"www.shz.sk, https://www.facebook.com/Slovenské-hemofilické-združenie-215047991847203",421907615270,shz@shz.sk,"Slovenské hemofilické združenie obdŕžalo prostredníctvom Európskeho hemofilického konzorcia prosbu o pomoc z Ukrajinskej hemofilickej asociácie, ktorí musia z dôvodu vojny opustiť svoju krajinu. Konkrétne ide o pomoc pri presune väčšieho objemu koncentrátov koagulačných faktorov cez hranicu, pomoc s orientovaním sa v systéme zdravotnej starostlivosti pre cudzincov, pomoc s orientovaním sa v zdravotnej starostlivosti o pacientov s vrodenými poruchami zrážania krvi. Pre komunikáciu v ruskom jazyku: Ing. Jaroslav Janovec, predseda Slovenského hemofilického združenia +421905241353. Pre komunikáciu v anglickom jazyku: MUDr. Martin Sedmina, lekár, hematológ, podpredseda Slovenského hemofilického združenia: +421907615270 (aj Viber a WhatsApp). SHZ taktiež zabezpečuje pomoc pri presune väčšieho objemu koncentrátov koagulačných faktorov cez hranicu, pomoc s orientovaním sa v systéme zdravotnej starostlivosti pre cudzincov,  pomoc s orientovaním sa v zdravotnej starostlivosti o pacientov s vrodenými poruchami zrážania krvi."
18.7399,49.220445,68,Psychosociálna podpora,Poradenské miesto Návrat-Trenčín* (Služby v poradenskom centre poskytujú odborní pracovníci z Centra Návrat v Žiline),Trenčín,"Republiky 31, 010 01 Žilina",18.7399,49.220445,www.navrat.sk,421907706523,navrat@navrat.sk,Nezisková organizácia sprevádzajúca rodiny v núdzi a deti v náhradnej starostlivosti.
17.147437,48.185497,62,Starostlivosť do 7 rokov,Raná starostlivosť,Bratislava,"Tbiliská 6, 831 06 Bratislava - Rača",17.147437,48.185497,https://ranastarostlivost.sk,421908626001,info@ranastarostlivost.sk,Centrum včasnej intervencie pre rodiny s deťmi so zrakovým a viacnásobným znevýhodnením.
19.146978,48.731331,80,Integračné centrá,SpotOn,Banská Bystrica,"Námestie SNP 16, Banská Bystrica",19.146978,48.731331,tenenet.sk,421910054022,,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
19.146978,48.731331,80,Psychologická pomoc,SpotOn,Banská Bystrica,"Námestie SNP 16, Banská Bystrica",19.146978,48.731331,tenenet.sk,421910054022,,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
21.249979,48.720558,51,Psychosociálna podpora,Všetci pre rodinu,Košice,"Hemerkova 28, Košice",21.249979,48.720558,vsetciprerodinu.sk,421910422551,info@vsetciprerodinu.sk,"Organizácia poskytujúca dlhodobú podporu zameranú na udržanie bývania. Poskytujeme zdravotné, sociálne, právne a psychologické poradenstvo, ktoré rozširujeme, aby rodiny v núdzi dostali na mieru šitú komplexnú podporu na komplexné problémy, priamo u nich doma."
20.678477,49.30344,88,Integračné centrá,Tenenet Centrum pre deti a rodiny,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
20.678477,49.30344,88,Psychologická pomoc,Tenenet Centrum pre deti a rodiny,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
20.678477,49.30344,88,Starostlivosť do 7 rokov,Tenenet Centrum pre deti a rodiny,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
20.678477,49.30344,88,Voľný čas,Tenenet Centrum pre deti a rodiny,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
21.911135,48.754001,78,Integračné centrá,Tenenet Centrum pre deti a rodiny,Michalovce,"CDR Jilemnického 13, 072 01 Michalovce",21.911135,48.754001,tenenet.sk,421910546009,info@tenenet.sk,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením. "
21.911135,48.754001,78,Psychologická pomoc,Tenenet Centrum pre deti a rodiny,Michalovce,"CDR Jilemnického 13, 072 01 Michalovce",21.911135,48.754001,tenenet.sk,421910546009,info@tenenet.sk,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
17.104709,48.154782,87,Integračné centrá,Blue Dots,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
17.104709,48.154782,87,Psychologická pomoc,Blue Dots,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
17.104709,48.154782,87,Starostlivosť do 7 rokov,Blue Dots,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
17.104709,48.154782,87,Voľný čas,Blue Dots,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
18.927342,49.07822,43,Škola,OZ Turiec pre deti,Martin,"Matúša Dulu 4924, Martin",18.927342,49.07822,https://www.turiecpredeti.sk/,421911211330,info@turiecpredeti.sk,"Občianske združenie sprevádzajúce rodičov pri starostlivosti o deti v regióne mapovaním podujatí a služieb (voľný čas, škola, lekár, atď.)."
18.927342,49.07822,43,Voľný čas,OZ Turiec pre deti,Martin,"Matúša Dulu 4924, Martin",18.927342,49.07822,https://www.turiecpredeti.sk/,421911211330,info@turiecpredeti.sk,"Občianske združenie sprevádzajúce rodičov pri starostlivosti o deti v regióne mapovaním podujatí a služieb (voľný čas, škola, lekár, atď.)."
18.927342,49.07822,43,Zdravie a terapie,OZ Turiec pre deti,Martin,"Matúša Dulu 4924, Martin",18.927342,49.07822,https://www.turiecpredeti.sk/,421911211330,info@turiecpredeti.sk,"Občianske združenie sprevádzajúce rodičov pri starostlivosti o deti v regióne mapovaním podujatí a služieb (voľný čas, škola, lekár, atď.)."
17.595442,48.37815,20,Podľa znevýhodnenia,Únia nevidiacich a slabozrakých Slovenska,Trnava,"Trhová 2, 917 01 Trnava",17.595442,48.37815,www.unss.sk ,421911496639,unss.trnava@unss.sk,"Únia nevidiacich a slabozrakých Slovenska vyjadruje solidaritu Ukrajine, vyslovuje podporu Ukrajinskej asociácii nevidiacich (The Ukrainian Association of the Blind) a podáva pomocnú ruku jej členom so zrakovým znevýhodnením, ktorí sa nachádzajú na území SR. Únia mobilizuje svoje ľudské a materiálne kapacity, aby boli schopní koordinovane a dlhodobo pomáhať."
21.247238,48.721682,49,Finančná a materiálna podpora,Nadácia Dedo,Košice,"Lomená 7, Košice",21.247238,48.721682,https://www.nadaciadedo.sk/,421911754700,info@nadaciadedo.sk,"Nezisková organizácia pomáhajúca rodinám v hmotnej núdzi, pôsobiaca v Košickom kraji.7"
18.93057,49.077409,41,Starostlivosť do 7 rokov,Centrum včasnej intervencie Žilina,Martin,"V. P. Tótha 4, 036 01 Martin",18.93057,49.077409,https://www.cvizilina.sk/,421911952129,pracoviskomartin@cvizilina.sk,"Služba včasnej intervencie je bezplatná sociálna služba (podľa Zákona č. 448/2008 Z.z.), ktorá sa poskytuje dieťaťu od narodenia do siedmich rokov jeho veku, ak je jeho vývin rizikový, alebo ohrozený z dôvodu zdravotného znevýhodnenia a rodine tohto dieťaťa. Transdisciplinárny tím (sociálny pracovník, psychológ, ergoterapeut, pediater, fyzioterapeut) poskytuje služby deťom s zisteným oneskorením vo vývine alebo deťom s zisteným vývinovým postihnutím. Všetky služby sú orientované na rodinu, poskytujú sa väčšinou v prirodzenom prostredí dieťaťa a rodiny – domácom a inom komunitnom prostredí. / Послуга раннього втручання – це безкоштовна соціальна послуга (відповідно до Закону № 448/2008 Зб.), яка надається дитині від народження до семи років, якщо її розвиток є ризиковим або із загрозою для здоров’я дитини та її сім’ї. Трансдисциплінарна команда (соціальний працівник, психолог, ерготерапевт, педіатр, фізіотерапевт) надає послуги дітям із затримкою розвитку або дітям з вадами розвитку. Усі послуги орієнтовані на сім’ю, надаються переважно в природному середовищі дитини та сім’ї – домашньому та інших соціальному середовищах. / Early intervention services are social services free of charge (according to the Act No. 448/2008 Z.z.) and are provided to children until 7 years of age and their families in cases where the child’s development is at risk or is threatened due to a disability. An interdisciplinary team (social worker, psychologist, occupational therapist, paediatrician, physiotherapist) provides services for children with identified developmental delays or developmental disabilities. All services are family-centred, provided mostly in the child’s natural environment– at home and in other community settings."
18.738113,49.221835,42,Starostlivosť do 7 rokov,Centrum včasnej intervencie Martin,Žilina,"Saleziánska 4, 010 77 Žilina",18.738113,49.221835,https://www.cvizilina.sk/,421911952129,pracoviskomartin@cvizilina.sk,"Služba včasnej intervencie je bezplatná sociálna služba (podľa Zákona č. 448/2008 Z.z.), ktorá sa poskytuje dieťaťu od narodenia do siedmich rokov jeho veku, ak je jeho vývin rizikový, alebo ohrozený z dôvodu zdravotného znevýhodnenia a rodine tohto dieťaťa. Transdisciplinárny tím (sociálny pracovník, psychológ, ergoterapeut, pediater, fyzioterapeut) poskytuje služby deťom s zisteným oneskorením vo vývine alebo deťom s zisteným vývinovým postihnutím. Všetky služby sú orientované na rodinu, poskytujú sa väčšinou v prirodzenom prostredí dieťaťa a rodiny – domácom a inom komunitnom prostredí. / Послуга раннього втручання – це безкоштовна соціальна послуга (відповідно до Закону № 448/2008 Зб.), яка надається дитині від народження до семи років, якщо її розвиток є ризиковим або із загрозою для здоров’я дитини та її сім’ї. Трансдисциплінарна команда (соціальний працівник, психолог, ерготерапевт, педіатр, фізіотерапевт) надає послуги дітям із затримкою розвитку або дітям з вадами розвитку. Усі послуги орієнтовані на сім’ю, надаються переважно в природному середовищі дитини та сім’ї – домашньому та інших соціальному середовищах. / Early intervention services are social services free of charge (according to the Act No. 448/2008 Z.z.) and are provided to children until 7 years of age and their families in cases where the child’s development is at risk or is threatened due to a disability. An interdisciplinary team (social worker, psychologist, occupational therapist, paediatrician, physiotherapist) provides services for children with identified developmental delays or developmental disabilities. All services are family-centred, provided mostly in the child’s natural environment– at home and in other community settings."
20.391723,49.215128,100,Finančná a materiálna podpora,ADRA DobroCentrum,Košice,Šarišská 3 (časť Vyšné Opátske),20.391723,49.215128,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421915656694,office@adra.sk,Mimovládna organizácia poskytujúca materiálnu a sociálnu podporu pre sociálne znevýhodnené skupiny.
17.098466,48.14654,98,Finančná a materiálna podpora,ADRA DobroCentrum,Bratislava,"Cablkova 3, Bratislava",17.098466,48.14654,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421915793934,office@adra.sk,Mimovládna organizácia poskytujúca materiálnu a sociálnu podporu pre sociálne znevýhodnené skupiny.
19.070175,48.690554,105,Starostlivosť do 7 rokov,ATHÉNA o. z.,Hnúšťa,"Klokočova 741, 98101 Hnúšťa",19.070175,48.690554,www.svihnusta.sk,421915950591,klenovicova.vihnusta@gmail.com,"Komplexná stimulácia vývinu dieťaťa, identifikácia vývinovej úrovne dieťaťa, poskytovanie informácií o vývine a potrebách dieťaťa v závislosti od veku, typu a stupňa postihnutia, stimulácia vývinu v oblasti mobility, vnímania, komunikácie, adaptívneho správania a hry; návrh alternatívnych komunikačných stratégií; prispôsobenie sa prostrediu; odporúčanie a dizajn zariadení a hračiek s ohľadom na individuálne potreby dieťaťa; posilňovanie silných stránok detí a rešpektovanie ich limitov; podpora interakcie rodič-dieťa; zapájanie detí do každodenného života ich rodín."
21.239752,48.724272,50,Psychosociálna podpora,ETP Slovensko,Košice,"Tajovského 1, Košice",21.239752,48.724272,etp.sk,421917179639,etp@ke.etp.sk,Občianske združenie ETP Slovensko podporuje zraniteľné skupiny a jednotlivcov na východnom Slovensku.
21.239752,48.724272,50,Voľný čas,ETP Slovensko,Košice,"Tajovského 1, Košice",21.239752,48.724272,etp.sk,421917179639,etp@ke.etp.sk,Občianske združenie ETP Slovensko podporuje zraniteľné skupiny a jednotlivcov na východnom Slovensku.
17.595442,48.37815,64,Psychosociálna podpora,Návrat Trnava,Trnava,"Trhová 2, 917 01 Trnava",17.595442,48.37815,www.navrat.sk,421917649478,navrat@navrat.sk,Nezisková organizácia sprevádzajúca rodiny v núdzi a deti v náhradnej starostlivosti.
17.13129,48.1533,45,Psychologická pomoc,Liga za duševné zdravie,Slovakia,"Sevčenkova 21, Bratislava 85102",17.13129,48.1533,https://dusevnezdravie.sk/,421918607212,dusevnezdravie@dusevnezdravie.sk,"Liga za duševné zdravie je nepolitické, charitatívne, humanitné, neprofesionálne, nezávislé záujmové združenie občanov a právnických osôb a jej cieľom je aktívna podpora duševného zdravia."
20.591662,48.94436,79,Integračné centrá,Naša cesta,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
20.591662,48.94436,79,Psychologická pomoc,Naša cesta,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
20.591662,48.94436,79,Starostlivosť do 7 rokov,Naša cesta,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
20.591662,48.94436,79,Voľný čas,Naša cesta,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Občianske združenie ponúkajúce psychosociálnu podporu na mieru pre rodiny, vrátane detí odídencov so zdravotným znevýhodnením z Ukrajiny. Centrá Tenenet poskytujú taktiež voľnočasové aktivity pre deti a mládež so zdravotným znevýhodnením."
17.821704,48.429117,71,Zdravie a terapie,Denné centrum Ja sám,Hlohovec,"Podzámska 41/A, 920 01 Hlohovec",17.821704,48.429117,ozjasam.sk,421918989953,brestanska@ozjasam.sk,"Občianske združenie Ja sám poskytuje podporu zdravotne znevýhodneným osobám a ich rodinám, zabezpečovaním programov na rehabilitácie, doplnkových terapií a pomôcok, poradenstva, a iných. Centrum poskytuje rôzne formy terapie pre deti so zdravotným znevýhodnením (Bobath, Neurosensorická stimulácia TOMATIS®, Vojtova metóda, fototerapia, masáže, Hyperbarická oxygenoterapia (HBO), kineziotaping, atď.)."
