latitude,longitude,Order,Category,name,City,Address,latitude,longitude,Website,Contact,Email,Description
17.948836,48.888413,5,Догляд за дітьми до 7 років,Послуга раннього втручання,Trenčín,"Soblahu 646, Trenčín",17.948836,48.888413,www.cvitrencin.sk,421917522558,zatkova@cvitrencin.sk," Послуга раннього втручання – це безкоштовна соціальна послуга (відповідно до Закону № 448/2008 Зб.), яка надається дитині від народження до семи років, якщо її розвиток є ризиковим або із загрозою для здоров’я дитини та її сім’ї. Трансдисциплінарна команда (соціальний працівник, психолог, ерготерапевт, педіатр, фізіотерапевт) надає послуги дітям із затримкою розвитку або дітям з вадами розвитку. Усі послуги орієнтовані на сім’ю, надаються переважно в природному середовищі дитини та сім’ї – домашньому та інших соціальному середовищах."
21.250592,48.994475,4,Догляд за дітьми до 7 років,Послуга раннього втручання,Prešov,"Vodárenská 0801, Prešov",21.250592,48.994475,https://cvipresov.sk/,421919031421,polakova@cvipresov.sk," Послуга раннього втручання – це безкоштовна соціальна послуга (відповідно до Закону № 448/2008 Зб.), яка надається дитині від народження до семи років, якщо її розвиток є ризиковим або із загрозою для здоров’я дитини та її сім’ї. Трансдисциплінарна команда (соціальний працівник, психолог, ерготерапевт, педіатр, фізіотерапевт) надає послуги дітям із затримкою розвитку або дітям з вадами розвитку. Усі послуги орієнтовані на сім’ю, надаються переважно в природному середовищі дитини та сім’ї – домашньому та інших соціальному середовищах. "
19.351618,48.821865,107,Догляд за дітьми до 7 років,Центр раннього втручання MISERICORDIA ,Čierny Balog,"Strakovo 733/6, 976 52 Čierny Balog",19.351618,48.821865,www.misericordia.sk,"+421 905 255 735, +421 910 777 194",misericordia@misericordia.sk,"Послуга раннього втручання – це безкоштовна соціальна послуга (відповідно до Закону № 448/2008 Зб.), яка надається дитині від народження до семи років, якщо її розвиток є ризиковим або із загрозою для здоров’я дитини та її сім’ї. Ми надаємо соціальні послуги безпосередньо в сім’ї або амбулаторно в приміщенні організації. Ми пристосовуємось до природного середовища сім’ї. При наданні соціальних послуг ми опосередковуємо заходи підтримки сім’ї, дії спрямовані для підтрмки та розвитку руху, мовлення, спілкування та консультування щодо виховання. Ми надаємо базові та спеціалізовані соціальні консультації для батьків та спеціалістів. Пропонуємо лекції, навчання для батьків та професійної громадськості. Реабілітація. Створення альтернативного середовища для громадської та соціальної реабілітації для біженців з України.
Ambulantná forma služby poskytovaná na adrese: Nálepkova 1190/7, Brezno / Ми надаємо соціальні послуги безпосередньо в сім’ї або амбулаторно в приміщенні організації. Ми пристосовуємось до природного середовища сім’ї. При наданні соціальних послуг ми опосередковуємо заходи підтримки сім’ї, дії спрямовані для підтрмки та розвитку руху, мовлення, спілкування та консультування щодо виховання. Ми надаємо базові та спеціалізовані соціальні консультації для батьків та спеціалістів. Пропонуємо лекції, навчання для батьків та професійної громадськості. Реабілітація. Створення альтернативного середовища для громадської та соціальної реабілітації для біженців з України. Амбулаторна форма послуг надається за адресою: Nálepkova 1190/7, Brezno"
19.139186,48.744033,10,Догляд за дітьми до 7 років,Послуга раннього втручання,Banská Bystrica,"Skuteckého 133/30, 974 01 Banská Bystrica",19.139186,48.744033,https://cvibb.webnode.sk/ ,+421 915 951 215,cvimrenicova@gmail.com,"Послуга раннього втручання – це безкоштовна соціальна послуга (відповідно до Закону № 448/2008 Зб.), яка надається дитині від народження до семи років, якщо її розвиток є ризиковим або із загрозою для здоров’я дитини та її сім’ї. Трансдисциплінарна команда (соціальний працівник, психолог, ерготерапевт, педіатр, фізіотерапевт) надає послуги дітям із затримкою розвитку або дітям з вадами розвитку. Усі послуги орієнтовані на сім’ю, надаються переважно в природному середовищі дитини та сім’ї – домашньому та інших соціальному середовищах."
17.122502,48.148731,9,Догляд за дітьми до 7 років,Послуга раннього втручання,Bratislava,"Hálkova 2953/11, 831 03 Bratislava",17.122502,48.148731,"http://www.cvibratislava.sk/, https://www.facebook.com/cvibratislava/",+421 944 012 234,centrum@cvibratislava.sk,"Послуга раннього втручання – це безкоштовна соціальна послуга (відповідно до Закону № 448/2008 Зб.), яка надається дитині від народження до семи років, якщо її розвиток є ризиковим або із загрозою для здоров’я дитини та її сім’ї. Трансдисциплінарна команда (соціальний працівник, психолог, ерготерапевт, педіатр, фізіотерапевт) надає послуги дітям із затримкою розвитку або дітям з вадами розвитку. Усі послуги орієнтовані на сім’ю, надаються переважно в природному середовищі дитини та сім’ї – домашньому та інших соціальному середовищах."
17.400869,48.21717,77,дозвілля,Тененет Центр для дітей та родин,Senec,"Oravská 4, Senec",17.400869,48.21717,tenenet.sk,421220201111,info@tenenet.sk,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
17.125164,48.14262,109,дозвілля,"UP - Down syndrom, o.z.",Bratislava,"Gercenova 1, 851 01 Bratislava",17.125164,48.14262,www.up-down.sk,421903243440,updownsyndrom@gmail.com," Допомагаємо та надаємо підтримку людям з синдромом Дауна або з іншими ментальними чи тілесними захворюваннями. Свою допомогу надаємо з навчанням, можливостями працевлаштування, проведенням вільного часу (театр Дугадло), разом шукаємо шляхи як долучитися до життя в соціумі та бути прийнятими суспільством."
20.678477,49.30344,88,дозвілля,Тененет Центр для дітей та родин,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,," Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями. s."
17.104709,48.154782,87,дозвілля,Тененет Центр для дітей та родин,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
18.927342,49.07822,43,дозвілля,Туриць для дітей,Martin,"Matúša Dulu 4924, Martin",18.927342,49.07822,https://www.turiecpredeti.sk/,421911211330,info@turiecpredeti.sk,"Громадська організація, яка супроводжує батьків у догляді за дітьми в регіоні, шляхом картування подій та послуг (вільний час, школа, лікар, тощо)."
21.239752,48.724272,50,дозвілля,ETP Slovensko,Košice,"Tajovského 1, Košice",21.239752,48.724272,etp.sk,421917179639,etp@ke.etp.sk,Громадська асоціація ETP Slovakia підтримує вразливі групи та окремих осіб у східній Словаччині.
20.591662,48.94436,79,дозвілля,Тененет Центр для дітей та родин,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
19.131671,48.56117,73,дозвілля,Регіональні центри Платформи родин-Зволен,Zvolen,"Alexandra Nogradyho 15, Zvolen",19.131671,48.56117,platformarodin.sk,421948202489,adriana.zilova@platformarodin.sk," Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
18.741737,49.22553,86,дозвілля,Тененет Центр для дітей та родин,Žilina,"Štúrova 10, 010 01 Žilina",18.741737,49.22553,https://www.facebook.com/UAdomZA,421951870383,UAdomZA@gmail.com," Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями. "
21.228784,48.715605,3,дозвілля,Асоціація ArtEst,Košice,"Zuzkin park 4, Košice",21.228784,48.715605,Fb @artestzdruzenie,421907957198,artest.peter@gmail.com ,"Навчання молоді з порушеннями розумового розвитку в галузі образотворчого мистецтва, музичного мистецтва, літературно-драматичного мистецтва та танцювально-ритмічної підготовки."
17.135812,48.163767,1,дозвілля,Спеціальні Олімпіади Словаччини,Bratislava,"Trnavská cesta 37, Bratislava",17.135812,48.163767,"www.specialolympics.sk od 10.3.2021  www.specialolympicss.k/pomocukrajine, aj v ukrajinskom jazyku, kontakt: office@specialolympics.sk ",421917176673,gazova@specialolympics.sk ,"Спеціальні Олімпіади Словаччини є національною спортивною організацією, яка пропонує допомогу у формі регулярних спортивних тренувань з різних видів спорту. Ми пропонуємо українським дітям та молоді можливість змістовно наповнити день заняттями спортом. Ми можемо підготувати для них спартакіаду, забезпечити їх спортивним інвентарем та обладнанням, або ж пізніше – й курси словацької мови.
"
21.244211,48.716642,34,дозвілля,Blue Dot Košice,Košice,"Staničná 9, Košice",21.244211,48.716642,https://www.facebook.com/groups/bluedotkosice/?paipv=0&eav=AfapOFHHT9TUXNxuwWazSRQl4_zmN-Gulk2PsVqRB53ePqeRvcZOoZfgqBo13XWlQCk&_rdr,421910941991,,"Інтеграційний та інформаційний центр для українських родин з дітьми створений ЮНІСЕФ та УНХКР. Його основним завданням є створення безпечного місця для відпочинку та набуття нових сил, а також надання професійної психологічної, педагогічної, соціальної та медичної допомоги всім, хто знаходиться на втеці від війни та належить до значно зневірених чи загрожених груп."
17.11002,48.142237,72,дозвілля,Регіональні центри Платформи родин- Братислава,Bratislava,"Hálova 993/16, 851 01 Bratislava",17.11002,48.142237,platformarodin.sk,+421 905 411 306,ingrid.vagacova@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
21.2611,48.7164,74,дозвілля,Регіональні центри Платформи родин-Кошице,Košice,Košice,21.2611,48.7164,platformarodin.sk,+421 910 972 897,ivana.podlesna@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
18.7408,48.2194,75,дозвілля,Регіональні центри Платформи родин-Жиліна,Žilina,Žilina,18.7408,48.2194,platformarodin.sk,+421 918 350 858,eliska.kapitanova@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
17.815051,48.428849,70,Здоровя і терапія,Центр реабілітації Natália- Hlohovec,Hlohovec,"Pribinova 18, 920 01 Hlohovec",17.815051,48.428849,https://centrumnatalia.sk/,421905960856,centrum@pomocdruhemu.sk,"Комплексна та професійна допомога дітям, які страждають на церебральний параліч. В яку входить амбулаторна терапія, rTMS terapia, Bobath koncept, TheraSuit metóda, спеціальна педагогіка."
18.927342,49.07822,43,Здоровя і терапія,Туриць для дітей,Martin,"Matúša Dulu 4924, Martin",18.927342,49.07822,https://www.turiecpredeti.sk/,421911211330,info@turiecpredeti.sk,"Громадська організація, яка супроводжує батьків у догляді за дітьми в регіоні, шляхом картування подій та послуг (вільний час, школа, лікар, тощо). "
17.821704,48.429117,71,Здоровя і терапія,"Денний Центр ""JA SÁM"" – Hlohovec",Hlohovec,"Podzámska 41/A, 920 01 Hlohovec",17.821704,48.429117,ozjasam.sk,421918989953,brestanska@ozjasam.sk,"Це об'єднання громадян, яке надає підтримку людям з фізичними обмеженнями та їх родинам, забезпечуючи програми реабілітації, додаткові терапії, засоби допомоги, консультації та інші послуги. Центр надає різні види терапії для дітей з фізичними обмеженнями (Бобат, нейросенсорна стимуляція TOMATIS®, метод Войтова, фототерапія, масажі, гіпербарична оксигенотерапія (ГБО), кінезіотейпінг тощо)."
18.045642,48.893139,31,Здоровя і терапія,"Центр ""Світилько""",Trenčín,"Opatovská 47, Trenčín 911 01",18.045642,48.893139,www.centrumsvetielko.sk,421940833195,svetielko.tn@gmail.com,"Комплексні реабілітаційні послуги та відповідна професійна освіта для дітей з множинними порушеннями функцій у формі денного центру, переважно для дітей та молоді з церебральним паралічем, дегенеративними захворюваннями, з порушеннями зору, розумовими та фізичними вадами."
19.081209,48.420745,2,Здоровя і терапія,Центр соціальних послуг у Крупині,Krupina,"Kalinčiakova 781/2, Krupina",19.081209,48.420745,"css.krupina@gmail.com, www.csska.sk",421903969345,aninasur@gmail.com ,"Соціальне консультування (надання інформації про можливості фінансової, матеріальної або іншої підтримки клієнтів, супровід при вирішенні службових питань, забезпечення усного перекладу на українську мову в офіційних установах, тощо), спеціалізована консультація для постраждалих від насильства, психологічна кризова інтервенція, лікувально-педагогічна кризова інтервенція, надання амбулаторних соціальних служб, денний стаціонар для осіб з обмеженими фізичними можливостями."
17.163024,48.164785,6,Здоровя і терапія,Уповноважений у справах людей з інвалідністю,Slovakia,"Račianska 153, Bratislava 831 54 ",17.163024,48.164785,www.komisar.sk; https://www.facebook.com/komisar.sk; media@komisar.sk,421907732923,media@komisar.sk,"Як установа, створена для захисту прав людей з обмеженими фізичними можливостями в Словацькій Республіці, ми пропонуємо допомогу в захисті прав усім особам з обмеженими можливостями (або довготривалими проблемами зі здоров’ям), які перебувають на території Словацької Республіки: вирішення питань, пов'язаних з захистом їх прав, правове керівництво, консультації, посередницькі контакти з державними органами, громадськими установами та некомерційним сектором, за потреби - допомога та підтримка в цьому контакті."
17.095828,48.162081,32,Здоровя і терапія,"Центр ""Світилько""",Bratislava,"Vavilova 20, Bratislava",17.095828,48.162081,www.centrumsvetielko.sk,421949875500,svetielko.ba@gmail.com,"Комплексні реабілітаційні послуги та відповідна професійна освіта для дітей з множинними порушеннями функцій у формі денного центру, переважно для дітей та молоді з церебральним паралічем, дегенеративними захворюваннями, з порушеннями зору, розумовими та фізичними вадами."
17.170276,48.183344,7,Здоровя і терапія,Денний центр «Gardenia»r,Bratislava,"Bardošova 26, Bratislava",17.170276,48.183344,https://www.facebook.com/centrumGardenia,421950589189,info@cdkl5.sk,"Центр, що надає комплексну терапевтичну допомогу дітям з обмеженими фізичними можливостями та їх родинам. Надає спеціальне педагогічне втручання, реабілітацію, масаж, оксигенотерапію, світлотерапію, арттерапію, Томатіс-терапію, індивідуальне плавання, краніосакральну терапію, психологічне втручання та консультації щодо невербальної комунікації з логопедом."
19.134135,48.572107,15,Здоровя і терапія,Регіональний центр аутизму SYMBIA,Zvolen,"Moyzesova 641, Zvolen",19.134135,48.572107,www.symbia.sk ,"+421 914 262 199, +421907321527","ddadsszv@gmail.com, ddadsszv.symbia@gmail.com","Діяльності Будиноку соціальних служб Symbia має на меті надати можливість дітям та дорослим з обмеженими можливостями жити якомога незалежним і повноцінним життям, а також забезпечити їм належний і необхідний рівень підтримки. Регіональний центр аутизму в Зволені за адресою ddadsszv@gmail.com надаватиме поради, первинні консультації та терапію в межах своїх можливостей, а також надаватиме соціальні послуги на місцях у регіоні Банської Бистриці. Центр денного перебування дітей та молоді з аутизмом - Moyzesova č. 50, Zvolen 960 02."
17.825379,48.588235,27,Здоровя і терапія,Міжнародний реабілітаційний центр AXIS,Pieštany,"Kúpeľný ostrov 3605/34, Piešťany",17.825379,48.588235,"https://www.axis-medical.eu/, https://www.facebook.com/axisinterrehabcentereu/ ",+421 949 829 23 (Roman Bas),bas@axis-medical.eu,"Команда Міжнародного реабілітаційного центру AXIS має за мету зробити максимум для пацієнта та його родини. Однак на реабілітації наша робота не закінчується. Крім розвитку рухових, мовних та когнітивних здібностей пацієнта дуже важливими для нас є підтримка соціалізації, мотивації, надання впевненості в собі та нової енергії до життя.

У зв’язку з ситуацією в Україні та приїздом її мешканців до Словаччини, приймемо сім’ї з дітьми-інвалідами, які тікають від війни.

Координатор: Роман Бас, bas@axis-medical.eu,

+421 949 829 23.

Посилання за темою: • https://www.facebook.com/axisinterrehabcentereu/

• https://www.axis-medical.eu
"
21.242785,49.006594,30,Здоровя і терапія,"Центр ""Світилько""",Prešov,"Lomnická 30, Prešov 080 01",21.242785,49.006594,www.centrumsvetielko.sk,+421 949 875 500,svetielko.po@gmail.com,"Комплексні реабілітаційні послуги та відповідна професійна освіта для дітей з множинними порушеннями функцій у формі денного центру, переважно для дітей та молоді з церебральним паралічем, дегенеративними захворюваннями, з порушеннями зору, розумовими та фізичними вадами"
21.241789,48.71574,61,Здоровя і терапія,Ukraine Care Center,Košice,"Trieda SNP 1, 040 11, Košice",21.241789,48.71574,https://www.unlp.sk/ukraine-care-center/,+42155/615 3111,ucc@unlp.sk,"комплексна медична допомога для дітей з України, яка надається в Detskej fakultnej nemocnici Košice, Trieda SNP 1."
17.104453,48.150931,69,Здоровя і терапія,Equita,Slovakia,"Kozia 26, 811 03 Bratislava",17.104453,48.150931,https://www.equita.sk,,info@equita.sk,"Це громадська організація,  яка надає професійну медичну допомогу соціально незахищеним  особам, як в поліклініці, так і за допомогою мобільних бригад."
19.131671,48.56117,73,платформа сімей,Регіональні центри Платформи родин-Зволен,Zvolen,"Alexandra Nogradyho 15, Zvolen",19.131671,48.56117,platformarodin.sk,421948202489,adriana.zilova@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
17.11002,48.142237,72,платформа сімей,Регіональні центри Платформи родин- Братислава,Bratislava,"Hálova 993/16, 851 01 Bratislava",17.11002,48.142237,platformarodin.sk,+421 905 411 306,ingrid.vagacova@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах "
21.2611,48.7164,74,платформа сімей,Регіональні центри Платформи родин-Кошице,Košice,Košice,21.2611,48.7164,platformarodin.sk,+421 910 972 897,ivana.podlesna@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
18.7408,48.2194,75,платформа сімей,Регіональні центри Платформи родин-Жиліна,Žilina,Žilina,18.7408,48.2194,platformarodin.sk,+421 918 350 858,eliska.kapitanova@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
18.746064,49.2181,17,Послуги для осіб з обмеженими можливостями,Asociácia nepočujúcich Slovenka,Slovakia,"Kálov 357/17, Žilina",18.746064,49.2181,www.aneps.sk ,421903762810,prezidentkaaneps@gmail.com,"Асоціація осіб зі слуховими вадами Словаччини надає допомогу в перекладі жестової мови та інформаційну підтримку жестовою мовою.

Виражаємо солідарність та підтримка українських громадян зі слуховими вадами. Допомога нашої асоціації надається в різних напрямках, які вказані та узагальнені на підсторінці:

https://aneps.sk/aneps-pomaha-ukrajine-nepocujucim/
Посилання за дотичною темою:
• https://www.aneps.sk "
18.08455,48.311904,21,Послуги для осіб з обмеженими можливостями,Únia nevidiacich a slabozrakých Slovenska,Nitra,"Nedbalova 540/ 17, 949 11 Nitra",18.08455,48.311904,www.unss.sk ,421905469649,unss.nitra@unss.sk,"Союз сліпих та слабозорих Словаччини висловлює солідарність з Україною Він також висловлює підтримку Українській асоціації сліпих
The Ukrainian Association of the Blind) і подає руку допомоги своїм людям із вадами зору, які перебувають на території Словацької Республіки.
"
18.732772,49.22706,26,Послуги для осіб з обмеженими можливостями,Únia nevidiacich a slabozrakých Slovenska,Žilina,"Karpatská 10, 010 08 Žilina",18.732772,49.22706,www.unss.sk ,421905477970,unss.zilina@unss.sk,"Союз сліпих та слабозорих Словаччини висловлює солідарність з Україною Він також висловлює підтримку Українській асоціації сліпих
The Ukrainian Association of the Blind) і подає руку допомоги своїм людям із вадами зору, які перебувають на території Словацької Республіки.
"
18.041834,48.89206,22,Послуги для осіб з обмеженими можливостями,Únia nevidiacich a slabozrakých Slovenska,Trenčín,"Námestie sv. Anny č. 9, 911 01 Trenčín",18.041834,48.89206,www.unss.sk ,421905477971,unss.trencin@unss.sk,"Союз сліпих та слабозорих Словаччини висловлює солідарність з Україною Він також висловлює підтримку Українській асоціації сліпих
The Ukrainian Association of the Blind) і подає руку допомоги своїм людям із вадами зору, які перебувають на території Словацької Республіки..
"
21.241347,48.99836,24,Послуги для осіб з обмеженими можливостями,Únia nevidiacich a slabozrakých Slovenska,Prešov,"Kollárova 11, 080 01 Prešov",21.241347,48.99836,www.unss.sk ,421905477974,unss.presov@unss.sk,"Союз сліпих та слабозорих Словаччини висловлює солідарність з Україною Він також висловлює підтримку Українській асоціації сліпих
The Ukrainian Association of the Blind) і подає руку допомоги своїм людям із вадами зору, які перебувають на території Словацької Республіки."
19.152193,48.73498,23,Послуги для осіб з обмеженими можливостями,Únia nevidiacich a slabozrakých Slovenska,Banská Bystrica,"Internátna 10, 974 04 Banská Bystrica",19.152193,48.73498,www.unss.sk ,421905477975,unss.bystrica@unss.sk,"Союз сліпих та слабозорих Словаччини висловлює солідарність з Україною Він також висловлює підтримку Українській асоціації сліпих
The Ukrainian Association of the Blind) і подає руку допомоги своїм людям із вадами зору, які перебувають на території Словацької Республіки.
"
21.253253,48.72073,25,Послуги для осіб з обмеженими можливостями,Únia nevidiacich a slabozrakých Slovenska,Košice,"Park obrancov mieru 1, 040 01 Košice",21.253253,48.72073,www.unss.sk ,421905490645,unss.kosice@unss.sk,"Союз сліпих та слабозорих Словаччини висловлює солідарність з Україною Він також висловлює підтримку Українській асоціації сліпих
The Ukrainian Association of the Blind) і подає руку допомоги своїм людям із вадами зору, які перебувають на території Словацької Республіки.
"
17.815051,48.428849,70,Послуги для осіб з обмеженими можливостями,Центр реабілітації Natália- Hlohovec,Hlohovec,"Pribinova 18, 920 01 Hlohovec",17.815051,48.428849,https://centrumnatalia.sk/,421905960856,centrum@pomocdruhemu.sk," Комплексна та професійна допомога дітям, які страждають на церебральний параліч. В яку входить амбулаторна терапія, rTMS terapia, Bobath koncept, TheraSuit metóda, спеціальна педагогіка."
