latitude,longitude,Order,Category,name,City,Address,latitude,longitude,Website,Contact,Email,Description
18.746064,49.2181,17,Services by Disability,Asociácia nepočujúcich Slovenka,Slovakia,"Kálov 357/17, Žilina",18.746064,49.2181,www.aneps.sk ,421903762810,prezidentkaaneps@gmail.com,"The Association of the Deaf Slovenka provides help with interpreting into sign language and information support in sign language. The assosiation expresses solidarity and support for Ukrainian deaf people. Its help consists in several areas, which are summarized and summarized on the subsite: https://aneps.sk/aneps-pomaha-ukrajine-nepocujucim/"
18.08455,48.311904,21,Services by Disability,Únia nevidiacich a slabozrakých Slovenska,Nitra,"Nedbalova 540/ 17, 949 11 Nitra",18.08455,48.311904,www.unss.sk ,421905469649,unss.nitra@unss.sk,"The Slovak Blind and Partially Sighted Union would like to express its solidarity with Ukraine. At the same time, the UNSS expresses its support for the Ukrainian Association of the Blind and offers a helping hand to visually impaired Ukrainians who are in the Slovak Republic.
"
18.732772,49.22706,26,Services by Disability,Únia nevidiacich a slabozrakých Slovenska,Žilina,"Karpatská 10, 010 08 Žilina",18.732772,49.22706,www.unss.sk ,421905477970,unss.zilina@unss.sk,"The Slovak Blind and Partially Sighted Union would like to express its solidarity with Ukraine. At the same time, the UNSS expresses its support for the Ukrainian Association of the Blind and offers a helping hand to visually impaired Ukrainians who are in the Slovak Republic.
"
18.041834,48.89206,22,Services by Disability,Únia nevidiacich a slabozrakých Slovenska,Trenčín,"Námestie sv. Anny č. 9, 911 01 Trenčín",18.041834,48.89206,www.unss.sk ,421905477971,unss.trencin@unss.sk,"The Slovak Blind and Partially Sighted Union would like to express its solidarity with Ukraine. At the same time, the UNSS expresses its support for the Ukrainian Association of the Blind and offers a helping hand to visually impaired Ukrainians who are in the Slovak Republic.
"
21.241347,48.99836,24,Services by Disability,Únia nevidiacich a slabozrakých Slovenska,Prešov,"Kollárova 11, 080 01 Prešov",21.241347,48.99836,www.unss.sk ,421905477974,unss.presov@unss.sk,"The Slovak Blind and Partially Sighted Union would like to express its solidarity with Ukraine. At the same time, the UNSS expresses its support for the Ukrainian Association of the Blind and offers a helping hand to visually impaired Ukrainians who are in the Slovak Republic.
"
19.152193,48.73498,23,Services by Disability,Únia nevidiacich a slabozrakých Slovenska,Banská Bystrica,"Internátna 10, 974 04 Banská Bystrica",19.152193,48.73498,www.unss.sk ,421905477975,unss.bystrica@unss.sk,"The Slovak Blind and Partially Sighted Union would like to express its solidarity with Ukraine. At the same time, the UNSS expresses its support for the Ukrainian Association of the Blind and offers a helping hand to visually impaired Ukrainians who are in the Slovak Republic.
"
21.253253,48.72073,25,Services by Disability,Únia nevidiacich a slabozrakých Slovenska,Košice,"Park obrancov mieru 1, 040 01 Košice",21.253253,48.72073,www.unss.sk ,421905490645,unss.kosice@unss.sk,"The Slovak Blind and Partially Sighted Union would like to express its solidarity with Ukraine. At the same time, the UNSS expresses its support for the Ukrainian Association of the Blind and offers a helping hand to visually impaired Ukrainians who are in the Slovak Republic.
"
20.402192,49.201411,99,Financial Support,ADRA DobroCentrum,"Gerlachov, Bardejov District","Hlavná 110, Gerlachov",20.402192,49.201411,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421905544783,office@adra.sk,Non-governmental organisation providing material and social support for socially disadvantaged groups.
17.815051,48.428849,70,Services by Disability,Natália Rehabilitation Centre- Hlohovec,Hlohovec,"Pribinova 18, 920 01 Hlohovec",17.815051,48.428849,https://centrumnatalia.sk/,421905960856,centrum@pomocdruhemu.sk,"Comprehensive and professional care for children suffering from childhood cerebral palsy (outpatient therapy, rTMS therapy, Bobath concept, TheraSuit method, special educators)."
17.815051,48.428849,70,Health and therapy,Natália Rehabilitation Centre- Hlohovec,Hlohovec,"Pribinova 18, 920 01 Hlohovec",17.815051,48.428849,https://centrumnatalia.sk/,421905960856,centrum@pomocdruhemu.sk,"Comprehensive and professional care for children suffering from childhood cerebral palsy (outpatient therapy, rTMS therapy, Bobath concept, TheraSuit method, special educators)."
20.293161,49.062016,59,Financial Support,The Good Angel,Slovakia,"Karpatská 3256/15, Poprad",20.293161,49.062016,https://dobryanjel.sk/detom-z-ukrajiny/,421907152459,info@dobryanjel.sk,"Nezisková organizácia, ktorá finančne pomáha rodinám, ktorých člen trpí ťažkou chorobou alebo má zdravotné znevýhodnenie."
17.149459,48.172062,13,Services by Disability,Slovenské hemofilické združenie,Slovakia,"Antolská 11, 851 07 Bratislava",17.149459,48.172062,"www.shz.sk, https://www.facebook.com/Slovenské-hemofilické-združenie-215047991847203",421907615270,shz@shz.sk,"The Slovak Hemophilia Association has received a request from The European Hemophilia Consortium to help the Ukrainian Hemophilia Association, which has to leave their country because of the war. Specifically, assistance in moving a larger volume of coagulation factor concentrates across the border, help with orientation in the health care system for foreigners and patients with congenital blood clotting disorders. For communication in the Russian language: Ing. Jaroslav Janovec, chairman of the Slovak Hemophilia Association +421905241353. For communication in English: MUDr. Martin Sedmina, doctor, hematologist, vice-president of the Slovak Hemophilia Association: +421907615270 (also Viber and WhatsApp). "
18.7399,49.220445,68,Psychosocial support ,Poradenské miesto Návrat-Trenčín* (Služby v poradenskom centre poskytujú odborní pracovníci z Centra Návrat v Žiline),Trenčín,"Republiky 31, 010 01 Žilina",18.7399,49.220445,www.navrat.sk,421907706523,navrat@navrat.sk,Non-profit organization accompanying families in need and children in substitute care.
17.147437,48.185497,62,Care for Children under 7,Early Intervention,Bratislava,"Tbiliská 6, 831 06 Bratislava - Rača",17.147437,48.185497,https://ranastarostlivost.sk,421908626001,info@ranastarostlivost.sk,Early intervention center for the families with children with visual a multiple disability.
19.146978,48.731331,80,integration centers,Tenenet centre for children and families,Banská Bystrica,"Námestie SNP 16, Banská Bystrica",19.146978,48.731331,tenenet.sk,421910054022,,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
19.146978,48.731331,80,Psychological help,Tenenet centre for children and families,Banská Bystrica,"Námestie SNP 16, Banská Bystrica",19.146978,48.731331,tenenet.sk,421910054022,,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
21.249979,48.720558,51,Psychosocial support ,Všetci pre rodinu,Košice,"Hemerkova 28, Košice",21.249979,48.720558,vsetciprerodinu.sk,421910422551,info@vsetciprerodinu.sk,"The organization provides long-term support focused on sustained living. We provide health, social, legal and psychological counseling, which we are expanding so that families in need could receive tailored comprehensive support for complex problems, right in their own homes."
20.678477,49.30344,88,integration centers,Tenenet centre for children and families,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
20.678477,49.30344,88,Psychological help,Tenenet centre for children and families,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
20.678477,49.30344,88,Care for Children under 7,Tenenet centre for children and families,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
20.678477,49.30344,88,Free time,Tenenet centre for children and families,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
21.911135,48.754001,78,integration centers,Tenenet centre for children and families,Michalovce,"CDR Jilemnického 13, 072 01 Michalovce",21.911135,48.754001,tenenet.sk,421910546009,info@tenenet.sk,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
21.911135,48.754001,78,Psychological help,Tenenet centre for children and families,Michalovce,"CDR Jilemnického 13, 072 01 Michalovce",21.911135,48.754001,tenenet.sk,421910546009,info@tenenet.sk,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
17.104709,48.154782,87,integration centers,Tenenet centre for children and families,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
17.104709,48.154782,87,Psychological help,Tenenet centre for children and families,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
17.104709,48.154782,87,Care for Children under 7,Tenenet centre for children and families,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
17.104709,48.154782,87,Free time,Tenenet centre for children and families,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
18.927342,49.07822,43,School,Turiec for Children,Martin,"Matúša Dulu 4924, Martin",18.927342,49.07822,https://www.turiecpredeti.sk/,421911211330,info@turiecpredeti.sk,"Civic organisation accompanying parents in childcare  in the  Turiec region by mapping activities and services (leisure, school, doctor, etc.)"
18.927342,49.07822,43,Free time,Turiec for Children,Martin,"Matúša Dulu 4924, Martin",18.927342,49.07822,https://www.turiecpredeti.sk/,421911211330,info@turiecpredeti.sk,"Civic organisation accompanying parents in childcare  in the  Turiec region by mapping activities and services (leisure, school, doctor, etc.)"
18.927342,49.07822,43,Health and therapy,Turiec for Children,Martin,"Matúša Dulu 4924, Martin",18.927342,49.07822,https://www.turiecpredeti.sk/,421911211330,info@turiecpredeti.sk,"Civic organisation accompanying parents in childcare  in the  Turiec region by mapping activities and services (leisure, school, doctor, etc.)"
17.595442,48.37815,20,Services by Disability,Únia nevidiacich a slabozrakých Slovenska,Trnava,"Trhová 2, 917 01 Trnava",17.595442,48.37815,www.unss.sk ,421911496639,unss.trnava@unss.sk,"The Slovak Blind and Partially Sighted Union would like to express its solidarity with Ukraine. At the same time, the UNSS expresses its support for the Ukrainian Association of the Blind and offers a helping hand to visually impaired Ukrainians who are in the Slovak Republic.
"
21.247238,48.721682,49,Financial Support,Dedo Foundation,Košice,"Lomená 7, Košice",21.247238,48.721682,https://www.nadaciadedo.sk/,421911754700,info@nadaciadedo.sk,"Non-profit organization helping families in financial need, operating in the Košice region."
18.93057,49.077409,41,Care for Children under 7,Early Childhood Intervention Centres ,Martin,"V. P. Tótha 4, 036 01 Martin",18.93057,49.077409,https://www.cvizilina.sk/,421911952129,pracoviskomartin@cvizilina.sk,"Early intervention services are social services free of charge (according to the Act No. 448/2008 Z.z.) and are provided to children until 7 years of age and their families in cases where the child’s development is at risk or is threatened due to a disability. An interdisciplinary team (social worker, psychologist, occupational therapist, paediatrician, physiotherapist) provides services for children with identified developmental delays or developmental disabilities. All services are family-centred, provided mostly in the child’s natural environment– at home and in other community settings."
18.738113,49.221835,42,Care for Children under 7,Early Childhood Intervention Centres ,Žilina,"Saleziánska 4, 010 77 Žilina",18.738113,49.221835,https://www.cvizilina.sk/,421911952129,pracoviskomartin@cvizilina.sk,"Early intervention services are social services free of charge (according to the Act No. 448/2008 Z.z.) and are provided to children until 7 years of age and their families in cases where the child’s development is at risk or is threatened due to a disability. An interdisciplinary team (social worker, psychologist, occupational therapist, paediatrician, physiotherapist) provides services for children with identified developmental delays or developmental disabilities. All services are family-centred, provided mostly in the child’s natural environment– at home and in other community settings."
20.391723,49.215128,100,Financial Support,ADRA DobroCentrum,Košice,Šarišská 3 (časť Vyšné Opátske),20.391723,49.215128,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421915656694,office@adra.sk,Non-governmental organisation providing material and social support for socially disadvantaged groups.
17.098466,48.14654,98,Financial Support,ADRA DobroCentrum,Bratislava,"Cablkova 3, Bratislava",17.098466,48.14654,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421915793934,office@adra.sk,Non-governmental organisation providing material and social support for socially disadvantaged groups.
19.070175,48.690554,105,Care for Children under 7,ATHÉNA ,Hnúšťa,"Klokočova 741, 98101 Hnúšťa",19.070175,48.690554,www.svihnusta.sk,421915950591,klenovicova.vihnusta@gmail.com,"Overal stimulation of child development, identification of child’s developmental level, providing information about child development and needs depending on the age, type and degree of disability; stimulation of development in mobility, perception, communication, adaptive behaviour and play; tips for alternative communication strategies; environmental adjustment; recommendation and design of the devices and toys respecting the individual needs of a child; empowering strengths of children and respecting their limits; supporting parent-child interactions; involving children in daily routines of their families.
"
21.239752,48.724272,50,Psychosocial support ,ETP Slovensko,Košice,"Tajovského 1, Košice",21.239752,48.724272,etp.sk,421917179639,etp@ke.etp.sk,Civic organisation ETP Slovakia supports vulnerable groups and individuals in eastern Slovakia.
21.239752,48.724272,50,Free time,ETP Slovensko,Košice,"Tajovského 1, Košice",21.239752,48.724272,etp.sk,421917179639,etp@ke.etp.sk,Civic organisation ETP Slovakia supports vulnerable groups and individuals in eastern Slovakia.
17.595442,48.37815,64,Psychosocial support ,Návrat Trnava,Trnava,"Trhová 2, 917 01 Trnava",17.595442,48.37815,www.navrat.sk,421917649478,navrat@navrat.sk,Non-profit organization accompanying families in need and children in substitute care.
17.13129,48.1533,45,Psychological help,Liga za duševné zdravie,Slovakia,"Sevčenkova 21, Bratislava 85102",17.13129,48.1533,https://dusevnezdravie.sk/,421918607212,dusevnezdravie@dusevnezdravie.sk,"Ligue for mental health is non-political, charitable, humanitarian, non-professional, independent  association of citizens and legal entities which  goal is an active support of mental health."
20.591662,48.94436,79,integration centers,Tenenet centre for children and families,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
20.591662,48.94436,79,Psychological help,Tenenet centre for children and families,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
20.591662,48.94436,79,Care for Children under 7,Tenenet centre for children and families,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
20.591662,48.94436,79,Free time,Tenenet centre for children and families,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
17.821704,48.429117,71,Health and therapy,Day Centre „JA SÁM“- Hlohovec ,Hlohovec,"Podzámska 41/A, 920 01 Hlohovec",17.821704,48.429117,ozjasam.sk,421918989953,brestanska@ozjasam.sk,"The civic association I Myself provides support to the disabled and their families by providing rehabilitation programs, complementary therapies and aids, counseling, and more. The Centre provides various forms of therapy for children with disabilities (Bobath, TOMATIS® Neurosensory Stimulation, Vojta Method, phototherapy, massage, Hyperbaric Oxygen Therapy (HBO), kinesiotaping, etc.)."
18.045642,48.893139,31,Health and therapy,Centrum Svetielko Trenčín,Trenčín,"Opatovská 47, Trenčín 911 01",18.045642,48.893139,www.centrumsvetielko.sk,421940833195,svetielko.tn@gmail.com,"Comprehensive rehabilitation services and  professional education in the form of day center  for multiple handicaped children  especially for children and youth with cerebral palsy, degenerative diseases, visual, mental and physical disabilities."
19.148855,48.731216,97,Financial Support,ADRA DobroCentrum,Banská Bystrica,"Kollarova 18, Banská Bystrica",19.148855,48.731216,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421944128150,office@adra.sk,Non-governmental organisation providing material and social support for socially disadvantaged groups.
19.131671,48.56117,73,Platform of families,Regional Centres of the Platform of Families Zvolen,Zvolen,"Alexandra Nogradyho 15, Zvolen",19.131671,48.56117,platformarodin.sk,421948202489,adriana.zilova@platformarodin.sk,"Support of  Slovak and Ukrainian families with children with
 disabilities:
- individual lay counseling
- family group meetings
- leisure
- rights enforcement in the region"
19.131671,48.56117,73,Psychosocial support ,Regional Centres of the Platform of Families Zvolen,Zvolen,"Alexandra Nogradyho 15, Zvolen",19.131671,48.56117,platformarodin.sk,421948202489,adriana.zilova@platformarodin.sk,"Support of  Slovak and Ukrainian families with children with
 disabilities:
- individual lay counseling
- family group meetings
- leisure
- rights enforcement in the region"
19.131671,48.56117,73,Free time,Regional Centres of the Platform of Families Zvolen,Zvolen,"Alexandra Nogradyho 15, Zvolen",19.131671,48.56117,platformarodin.sk,421948202489,adriana.zilova@platformarodin.sk,"Support of  Slovak and Ukrainian families with children with
 disabilities:
- individual lay counseling
- family group meetings
- leisure
- rights enforcement in the region"
19.675563,48.338276,106,Care for Children under 7,ALTERNATÍVA – Independent Life Centre,Lučenec,"Ul. Jókaiho 101/1, 984 01 Lučenec",19.675563,48.338276,https://alternativacentrum.sk/,421948250834,vcasnaintervencia@cvilucenec.sk,"We support families in time and place needed, it means, anytime after the child is born, if the healthy development is at risk or if there are any signs of difficulties during that time. We visit families in their natural environment, and upon agreement, family can choose to visit us instead. We support child’s developoment in the best way possible with respect to their abilities and skills.
"
21.227515,49.004283,53,Financial Support,Dorka Foundation,Prešov,"Lomnická ul. č. 30, 080 05 Prešov",21.227515,49.004283,https://www.centrumdorka.sk/,421948440499,presov@centrumdorka.sk,"Social services aimed at helping in crisis intervention, prevention. The organisation helps  a) families in an unfavorable life situation, b)  young adults after the end of substitute care and c) children for whom Dorka temporarily replaces their natural family environment."
21.227515,49.004283,53,Psychosocial support ,Dorka Foundation,Prešov,"Lomnická ul. č. 30, 080 05 Prešov",21.227515,49.004283,https://www.centrumdorka.sk/,421948440499,presov@centrumdorka.sk,"Social services aimed at helping in crisis intervention, prevention. The organisation helps  a) families in an unfavorable life situation, b)  young adults after the end of substitute care and c) children for whom Dorka temporarily replaces their natural family environment."
21.206114,48.737346,56,Financial Support,Oáza – nádej pre nový život ,Košice,"Záhrada Bernátovce 779, Košice",21.206114,48.737346,https://new.oaza-nadej.org/,421948443481,oaza.bernatovce@gmail.com,"Organization Oáza - hope for new life, n.o. provides the following services: dormitory, shelter for individuals with children or families with children."
21.206114,48.737346,56,Psychosocial support ,Oáza – nádej pre nový život ,Košice,"Záhrada Bernátovce 779, Košice",21.206114,48.737346,https://new.oaza-nadej.org/,421948443481,oaza.bernatovce@gmail.com,"Organization Oáza - hope for new life, n.o. provides the following services: dormitory, shelter for individuals with children or families with children."
19.137883,48.563184,54,Financial Support,Dorka Foundation,Zvolen,"Bystrický rad č. 71, 960 01 Zvolen",19.137883,48.563184,https://www.centrumdorka.sk/,421948553845,zvolen@centrumdorka.sk,"Social services aimed at helping in crisis intervention, prevention. The organisation helps  a) families in an unfavorable life situation, b)  young adults after the end of substitute care and c) children for whom Dorka temporarily replaces their natural family environment."
19.137883,48.563184,54,Psychosocial support ,Dorka Foundation,Zvolen,"Bystrický rad č. 71, 960 01 Zvolen",19.137883,48.563184,https://www.centrumdorka.sk/,421948553845,zvolen@centrumdorka.sk,"Social services aimed at helping in crisis intervention, prevention. The organisation helps  a) families in an unfavorable life situation, b)  young adults after the end of substitute care and c) children for whom Dorka temporarily replaces their natural family environment."
21.249979,48.720558,52,Financial Support,Dorka Foundation,Košice,"Hemerkova 28, Košice",21.249979,48.720558,https://www.centrumdorka.sk/,421948601022,info@centrumdorka.sk,"Social services aimed at helping in crisis intervention, prevention. The organisation helps  a) families in an unfavorable life situation, b)  young adults after the end of substitute care and c) children for whom Dorka temporarily replaces their natural family environment."
21.249979,48.720558,52,Psychosocial support ,Dorka Foundation,Košice,"Hemerkova 28, Košice",21.249979,48.720558,https://www.centrumdorka.sk/,421948601022,info@centrumdorka.sk,"Social services aimed at helping in crisis intervention, prevention. The organisation helps  a) families in an unfavorable life situation, b)  young adults after the end of substitute care and c) children for whom Dorka temporarily replaces their natural family environment."
18.922129,49.06779,102,Financial Support,ADRA DobroCentrum,Martin,"V.P. Totha 2, Martin",18.922129,49.06779,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421948761766,office@adra.sk,Non-governmental organisation providing material and social   support for socially disadvantaged groups.
19.305856,49.082742,55,Financial Support,Dorka Foundation,Ružomberok,"Pod Skalami 16, 034 01 Ružomberok",19.305856,49.082742,https://www.centrumdorka.sk/,421948834129,ruzomberok@centrumdorka.sk,"Social services aimed at helping in crisis intervention, prevention. The organisation helps  a) families in an unfavorable life situation, b)  young adults after the end of substitute care and c) children for whom Dorka temporarily replaces their natural family environment."
19.305856,49.082742,55,Psychosocial support ,Dorka Foundation,Ružomberok,"Pod Skalami 16, 034 01 Ružomberok",19.305856,49.082742,https://www.centrumdorka.sk/,421948834129,ruzomberok@centrumdorka.sk,"Social services aimed at helping in crisis intervention, prevention. The organisation helps  a) families in an unfavorable life situation, b)  young adults after the end of substitute care and c) children for whom Dorka temporarily replaces their natural family environment."
18.741737,49.22553,86,integration centers,Tenenet centre for children and families,Žilina,"Štúrova 10, 010 01 Žilina",18.741737,49.22553,https://www.facebook.com/UAdomZA,421951870383,UAdomZA@gmail.com,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
18.741737,49.22553,86,Psychological help,Tenenet centre for children and families,Žilina,"Štúrova 10, 010 01 Žilina",18.741737,49.22553,https://www.facebook.com/UAdomZA,421951870383,UAdomZA@gmail.com,"Civic organisation which provides psychological and social support  for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
18.741737,49.22553,86,Care for Children under 7,Tenenet centre for children and families,Žilina,"Štúrova 10, 010 01 Žilina",18.741737,49.22553,https://www.facebook.com/UAdomZA,421951870383,UAdomZA@gmail.com,"Civic organisation which provides psychological and social support  for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
18.741737,49.22553,86,Free time,Tenenet centre for children and families,Žilina,"Štúrova 10, 010 01 Žilina",18.741737,49.22553,https://www.facebook.com/UAdomZA,421951870383,UAdomZA@gmail.com,"Civic organisation which provides psychological and social support for families, including Ukrainian children with disabilities. Tenenet centers also offer leisure activities for children and youth with disabilities."
17.104709,48.154782,36,integration centers,Blue Dot Bratislava,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,,421901720099,,"Integration and information center for Ukrainian families with kids established by UNICEF and UNHCR. Its primary mission is to create a safe place for rest and gaining new strength, but also offering professional psychological, pedagogical, social and health assistance for all those who are fleeing war and belong to significantly disadvantaged or endangered groups."
19.081209,48.420745,2,Psychosocial support ,Social services center Krupina,Krupina,"Kalinčiakova 781/2, Krupina",19.081209,48.420745,"css.krupina@gmail.com, www.csska.sk",421903969345,aninasur@gmail.com ,"Social counseling (providing an information about financial, material or other support for the clients, accompanying in dealing with governmental issues, interpreting to Ukrainian language at state institutions and so on), expert counseling for the victims of violance, psychological  crisis intervention, therapeutic-pedagogical crisis intervention, ambulatory social service offer,day care center for people with disabilities."
19.081209,48.420745,2,Health and therapy,Social services center Krupina,Krupina,"Kalinčiakova 781/2, Krupina",19.081209,48.420745,"css.krupina@gmail.com, www.csska.sk",421903969345,aninasur@gmail.com ,"Social counseling (providing an information about financial, material or other support for the clients, accompanying in dealing with governmental issues, interpreting to Ukrainian language at state institutions and so on), expert counseling for the victims of violance, psychological  crisis intervention, therapeutic-pedagogical crisis intervention, ambulatory social service offer,day care center for people with disabilities."
